dtg,value
07-09-2011,3.3
07-09-2011,3.3
07-09-2011,3.4
07-09-2011,3.6
07-09-2011,3.7
07-09-2011,3.7
07-09-2011,4.2
07-10-2010,3
07-10-2010,3
07-10-2010,3
07-10-2010,3.1
07-10-2010,3.1
07-10-2010,3.2
07-10-2010,3.2
07-10-2010,3.2
07-10-2010,3.3
07-10-2010,3.3
07-10-2010,3.3
07-10-2010,3.3
07-10-2010,3.3
07-10-2010,3.4
07-10-2010,3.4
07-10-2010,3.4
07-10-2010,3.5
07-10-2010,3.6
07-10-2010,3.8
07-10-2010,3.9
07-10-2010,4.2
07-10-2010,4.2
07-10-2010,4.4
07-10-2011,3
07-10-2011,3
07-10-2011,3.1
07-10-2011,3.1
07-10-2011,3.2
07-10-2011,3.4
07-10-2011,3.4
07-10-2011,3.5
07-11-2010,3
07-11-2010,3
07-11-2010,3
07-11-2010,3.1
07-11-2010,3.3
07-11-2010,3.3
07-11-2010,3.3
07-11-2010,3.3
07-11-2010,3.3
07-11-2010,3.4
07-11-2010,3.5
07-11-2010,3.5
07-11-2010,3.6
07-11-2010,3.7
07-11-2010,4.2
07-11-2011,3
07-11-2011,3.1
07-11-2011,3.1
07-11-2011,3.2
07-11-2011,3.3
07-11-2011,3.5
07-11-2011,3.8
07-12-2010,3
07-12-2010,3
07-12-2010,3.1
07-12-2010,3.1
07-12-2010,3.1
07-12-2010,3.2
07-12-2010,3.2
07-12-2010,3.3
07-12-2010,3.4
07-12-2010,3.4
07-12-2010,3.5
07-12-2010,4.2
07-12-2011,3
07-12-2011,3
07-12-2011,3.3
07-12-2011,3.4
07-12-2011,3.4
07-12-2011,3.5
07-12-2011,3.6
07-12-2011,3.7
07-12-2011,3.7
07-12-2011,3.9
07-12-2011,4.1
07-12-2011,4.2
08-01-2011,3
08-01-2011,3
08-01-2011,3.1
08-01-2011,3.1
08-01-2011,3.3
08-01-2011,3.4
08-01-2011,3.6
08-01-2011,3.6
08-01-2011,3.6
08-01-2011,4.4
08-02-2011,3.1
08-02-2011,3.2
08-02-2011,3.2
08-02-2011,3.3
08-02-2011,3.3
08-02-2011,3.4
08-02-2011,3.4
08-02-2011,3.4
08-02-2011,3.4
08-02-2011,3.6
08-02-2011,3.7
08-03-2011,3
08-03-2011,3
08-03-2011,3.1
08-03-2011,3.1
08-03-2011,3.1
08-03-2011,3.1
08-03-2011,3.2
08-03-2011,3.2
08-03-2011,3.2
08-03-2011,3.3
08-03-2011,3.4
08-03-2011,3.4
08-03-2011,3.5
08-03-2011,3.7
08-03-2011,3.7
08-03-2011,3.7
08-03-2011,4
08-03-2011,4.3
08-04-2011,3
08-04-2011,3
08-04-2011,3.1
08-04-2011,3.1
08-04-2011,3.1
08-04-2011,3.1
08-04-2011,3.2
08-04-2011,3.3
08-04-2011,3.3
08-04-2011,3.3
08-04-2011,3.4
08-04-2011,3.6
08-04-2011,3.6
08-04-2011,3.6
08-04-2011,3.7
08-04-2011,4.6
08-05-2011,3
08-05-2011,3.1
08-05-2011,3.1
08-05-2011,3.2
08-05-2011,3.3
08-05-2011,3.5
08-05-2011,3.5
08-05-2011,3.7
08-05-2011,3.7
08-05-2011,4
08-06-2011,3.1
08-06-2011,3.1
08-06-2011,3.1
08-06-2011,3.1
08-06-2011,3.2
08-06-2011,3.3
08-06-2011,3.3
08-06-2011,3.3
08-06-2011,3.3
08-06-2011,3.5
08-06-2011,3.7
08-06-2011,3.7
08-06-2011,3.7
08-06-2011,3.7
08-07-2010,3.3
08-07-2010,3.4
08-07-2010,4.1
08-07-2010,4.3
08-07-2011,3
08-07-2011,3
08-07-2011,3
08-07-2011,3
08-07-2011,3.1
08-07-2011,3.1
08-07-2011,3.2
08-07-2011,3.2
08-07-2011,3.3
08-07-2011,3.3
08-07-2011,3.3
08-07-2011,3.4
08-07-2011,3.4
08-07-2011,3.5
08-07-2011,3.5
08-07-2011,3.6
08-07-2011,3.6
08-07-2011,3.6
08-07-2011,3.7
08-07-2011,4
08-08-2010,3
08-08-2010,3.1
08-08-2010,3.1
08-08-2010,3.6
08-08-2010,3.8
08-08-2010,3.9
08-08-2010,4.3
08-08-2011,3
08-08-2011,3
08-08-2011,3
08-08-2011,3.2
08-08-2011,3.3
08-08-2011,3.3
08-08-2011,3.4
08-08-2011,3.4
08-08-2011,3.4
08-08-2011,3.4
08-08-2011,3.4
08-09-2010,3
08-09-2010,3
08-09-2010,3
08-09-2010,3
08-09-2010,3
08-09-2010,3
08-09-2010,3
08-09-2010,3
08-09-2010,3
08-09-2010,3
08-09-2010,3
08-09-2010,3
08-09-2010,3.1
08-09-2010,3.1
08-09-2010,3.1
08-09-2010,3.1
08-09-2010,3.1
08-09-2010,3.1
08-09-2010,3.1
08-09-2010,3.1
08-09-2010,3.1
08-09-2010,3.1
08-09-2010,3.2
08-09-2010,3.2
08-09-2010,3.2
08-09-2010,3.2
08-09-2010,3.2
08-09-2010,3.2
08-09-2010,3.3
08-09-2010,3.3
08-09-2010,3.3
08-09-2010,3.3
08-09-2010,3.3
08-09-2010,3.3
08-09-2010,3.3
08-09-2010,3.4
08-09-2010,3.4
08-09-2010,3.4
08-09-2010,3.4
08-09-2010,3.5
08-09-2010,3.5
08-09-2010,3.6
08-09-2010,3.6
08-09-2010,3.6
08-09-2010,3.6
08-09-2010,3.8
08-09-2010,3.8
08-09-2010,4
08-09-2010,4
08-09-2010,4.1
08-09-2010,4.2
08-09-2010,4.3
08-09-2010,4.3
08-09-2010,4.3
08-09-2011,3.1
08-09-2011,3.1
08-09-2011,3.2
08-09-2011,3.3
08-09-2011,3.7
08-09-2011,3.7
08-09-2011,3.9
08-09-2011,4.3
08-10-2010,3
08-10-2010,3
08-10-2010,3.1
08-10-2010,3.1
08-10-2010,3.2
08-10-2010,3.2
08-10-2010,3.3
08-10-2010,3.3
08-10-2010,3.4
08-10-2010,3.4
08-10-2010,3.5
08-10-2010,3.5
08-10-2010,3.5
08-10-2010,4
08-10-2010,4.2
08-10-2011,3
08-10-2011,3
08-10-2011,3.1
08-10-2011,3.1
08-10-2011,3.2
08-10-2011,3.2
08-10-2011,3.3
08-10-2011,3.3
08-10-2011,3.3
08-10-2011,3.3
08-10-2011,3.3
08-10-2011,3.3
08-10-2011,3.4
08-10-2011,3.5
08-10-2011,3.5
08-10-2011,3.6
08-10-2011,3.6
08-10-2011,3.7
08-10-2011,3.7
08-10-2011,3.9
08-10-2011,4.1
08-10-2011,4.1
08-10-2011,4.8
08-10-2011,5
08-11-2010,3
08-11-2010,3
08-11-2010,3
08-11-2010,3
08-11-2010,3
08-11-2010,3
08-11-2010,3.2
08-11-2010,3.2
08-11-2010,3.4
08-11-2010,3.4
08-11-2010,3.5
08-11-2010,3.8
08-11-2010,3.9
08-11-2010,4.4
08-11-2011,3
08-11-2011,3.1
08-11-2011,3.1
08-11-2011,3.1
08-11-2011,3.2
08-11-2011,3.2
08-11-2011,3.2
08-11-2011,3.3
08-11-2011,3.4
08-11-2011,3.4
08-11-2011,3.6
08-11-2011,4.1
08-11-2011,4.3
08-11-2011,4.5
08-12-2010,3
08-12-2010,3.1
08-12-2010,3.1
08-12-2010,3.1
08-12-2010,3.1
08-12-2010,3.2
08-12-2010,3.3
08-12-2010,3.4
08-12-2010,3.5
08-12-2010,3.6
08-12-2010,3.6
08-12-2010,3.8
08-12-2011,3
08-12-2011,3
08-12-2011,3
08-12-2011,3
08-12-2011,3.1
08-12-2011,3.1
08-12-2011,3.2
08-12-2011,3.3
08-12-2011,3.4
08-12-2011,3.4
08-12-2011,3.4
08-12-2011,3.5
08-12-2011,3.7
08-12-2011,3.7
08-12-2011,4.3
09-01-2011,3
09-01-2011,3
09-01-2011,3.1
09-01-2011,3.2
09-01-2011,3.2
09-01-2011,3.3
09-01-2011,3.3
09-01-2011,3.4
09-01-2011,3.4
09-01-2011,3.5
09-01-2011,3.7
09-02-2011,3
09-02-2011,3.1
09-02-2011,3.2
09-02-2011,3.2
09-02-2011,3.4
09-02-2011,3.4
09-02-2011,3.5
09-02-2011,3.7
09-02-2011,4.2
09-02-2011,4.7
09-03-2011,3
09-03-2011,3
09-03-2011,3.1
09-03-2011,3.2
09-03-2011,3.2
09-03-2011,3.2
09-03-2011,3.3
09-03-2011,3.3
09-03-2011,3.4
09-03-2011,3.5
09-03-2011,3.6
09-03-2011,3.7
09-03-2011,4
09-03-2011,4
09-03-2011,4.1
09-03-2011,4.6
09-04-2011,3
09-04-2011,3
09-04-2011,3.2
09-04-2011,3.2
09-04-2011,3.5
09-04-2011,3.6
09-05-2011,3
09-05-2011,3.1
09-05-2011,3.1
09-05-2011,3.2
09-05-2011,3.2
09-05-2011,3.2
09-05-2011,3.3
09-05-2011,3.3
09-05-2011,3.3
09-05-2011,3.4
09-05-2011,3.4
09-05-2011,3.4
09-05-2011,3.6
09-05-2011,3.8
09-05-2011,4.1
09-05-2011,5.2
09-06-2011,3
09-06-2011,3
09-06-2011,3.1
09-06-2011,3.1
09-06-2011,3.2
09-06-2011,3.2
09-06-2011,3.3
09-06-2011,3.3
09-06-2011,3.5
09-06-2011,3.6
09-06-2011,3.6
09-06-2011,3.7
09-06-2011,3.8
09-07-2010,3.1
09-07-2010,3.2
09-07-2010,3.3
09-07-2010,3.3
09-07-2010,3.3
09-07-2010,3.5
09-07-2010,3.7
09-07-2011,3
09-07-2011,3
09-07-2011,3
09-07-2011,3.1
09-07-2011,3.2
09-07-2011,3.3
09-07-2011,3.3
09-07-2011,3.3
09-07-2011,3.4
09-07-2011,3.4
09-07-2011,3.4
09-07-2011,3.5
09-07-2011,3.5
09-07-2011,3.5
09-07-2011,3.6
09-07-2011,3.6
09-07-2011,3.7
09-07-2011,3.8
09-07-2011,3.8
09-08-2010,3
09-08-2010,3
09-08-2010,3
09-08-2010,3.1
09-08-2010,3.1
09-08-2010,3.2
09-08-2010,3.3
09-08-2010,3.3
09-08-2010,3.3
09-08-2010,3.4
09-08-2010,3.7
09-08-2010,3.7
09-08-2010,3.8
09-08-2010,4.1
09-08-2010,4.4
09-08-2010,4.5
09-08-2011,3.2
09-08-2011,3.4
09-08-2011,3.4
09-08-2011,3.4
09-08-2011,3.4
09-08-2011,3.5
09-08-2011,4.4
09-08-2011,5.1
09-09-2010,3
09-09-2010,3
09-09-2010,3
09-09-2010,3
09-09-2010,3
09-09-2010,3
09-09-2010,3
09-09-2010,3
09-09-2010,3
09-09-2010,3
09-09-2010,3
09-09-2010,3
09-09-2010,3.1
09-09-2010,3.1
09-09-2010,3.1
09-09-2010,3.1
09-09-2010,3.1
09-09-2010,3.1
09-09-2010,3.1
09-09-2010,3.2
09-09-2010,3.2
09-09-2010,3.2
09-09-2010,3.2
09-09-2010,3.3
09-09-2010,3.3
09-09-2010,3.3
09-09-2010,3.3
09-09-2010,3.4
09-09-2010,3.4
09-09-2010,3.4
09-09-2010,3.5
09-09-2010,3.5
09-09-2010,3.6
09-09-2010,3.6
09-09-2010,3.7
09-09-2010,3.7
09-09-2010,3.7
09-09-2010,3.7
09-09-2010,3.7
09-09-2010,3.8
09-09-2010,3.8
09-09-2010,3.9
09-09-2010,3.9
09-09-2010,4
09-09-2010,4
09-09-2010,4.1
09-09-2010,4.1
09-09-2010,4.1
09-09-2010,4.3
09-09-2010,4.3
09-09-2010,4.4
09-09-2010,4.5
09-09-2010,5.3
09-09-2011,3
09-09-2011,3
09-09-2011,3.1
09-09-2011,3.1
09-09-2011,3.1
09-09-2011,3.2
09-09-2011,3.2
09-09-2011,3.3
09-09-2011,3.3
09-09-2011,3.3
09-09-2011,3.4
09-09-2011,3.5
09-09-2011,3.5
09-09-2011,3.6
09-09-2011,3.7
09-09-2011,3.7
09-10-2010,3
09-10-2010,3
09-10-2010,3
09-10-2010,3
09-10-2010,3
09-10-2010,3.1
09-10-2010,3.1
09-10-2010,3.1
09-10-2010,3.2
09-10-2010,3.2
09-10-2010,3.3
09-10-2010,3.3
09-10-2010,3.3
09-10-2010,3.3
09-10-2010,3.3
09-10-2010,3.4
09-10-2010,3.4
09-10-2010,3.5
09-10-2010,3.5
09-10-2010,3.7
09-10-2011,3
09-10-2011,3
09-10-2011,3
09-10-2011,3.1
09-10-2011,3.2
09-10-2011,3.2
09-10-2011,3.2
09-10-2011,3.2
09-10-2011,3.2
09-10-2011,3.3
09-10-2011,3.3
09-10-2011,3.3
09-10-2011,3.4
09-10-2011,3.4
09-10-2011,3.5
09-10-2011,3.5
09-10-2011,3.5
09-10-2011,3.6
09-10-2011,3.7
09-10-2011,4.4
09-10-2011,5.5
09-11-2010,3
09-11-2010,3
09-11-2010,3.1
09-11-2010,3.1
09-11-2010,3.2
09-11-2010,3.4
09-11-2010,3.5
09-11-2010,3.5
09-11-2010,3.8
09-11-2010,4.4
09-11-2011,3.1
09-11-2011,3.1
09-11-2011,3.1
09-11-2011,3.1
09-11-2011,3.2
09-11-2011,3.2
09-11-2011,3.2
09-11-2011,3.3
09-11-2011,3.4
09-11-2011,3.4
09-11-2011,3.4
09-11-2011,3.7
09-12-2010,3
09-12-2010,3
09-12-2010,3
09-12-2010,3
09-12-2010,3.1
09-12-2010,3.1
09-12-2010,3.1
09-12-2010,3.2
09-12-2010,3.2
09-12-2010,3.4
09-12-2010,3.5
09-12-2010,3.6
09-12-2010,3.6
09-12-2010,3.6
09-12-2011,3.1
09-12-2011,3.1
09-12-2011,3.1
09-12-2011,3.2
09-12-2011,3.2
09-12-2011,3.3
09-12-2011,3.3
09-12-2011,3.4
09-12-2011,3.5
09-12-2011,3.8
09-12-2011,3.9
10-01-2011,3.1
10-01-2011,3.2
10-01-2011,3.2
10-01-2011,3.3
10-01-2011,3.3
10-01-2011,3.4
10-01-2011,3.5
10-01-2011,3.7
10-01-2011,4.2
10-01-2011,4.3
10-01-2011,4.4
10-02-2011,3
10-02-2011,3
10-02-2011,3.1
10-02-2011,3.1
10-02-2011,3.3
10-02-2011,3.3
10-02-2011,3.4
10-02-2011,3.4
10-02-2011,4
10-02-2011,4
10-03-2011,3
10-03-2011,3
10-03-2011,3
10-03-2011,3.1
10-03-2011,3.1
10-03-2011,3.1
10-03-2011,3.1
10-03-2011,3.2
10-03-2011,3.2
10-03-2011,3.2
10-03-2011,3.2
10-03-2011,3.2
10-03-2011,3.3
10-03-2011,3.3
10-03-2011,3.3
10-03-2011,3.4
10-03-2011,3.7
10-03-2011,3.8
10-03-2011,4
10-03-2011,4.5
10-04-2011,3
10-04-2011,3
10-04-2011,3
10-04-2011,3
10-04-2011,3.1
10-04-2011,3.2
10-04-2011,3.3
10-04-2011,3.4
10-04-2011,3.4
10-04-2011,3.5
10-04-2011,3.6
10-04-2011,3.7
10-04-2011,3.8
10-05-2011,3
10-05-2011,3.1
10-05-2011,3.1
10-05-2011,3.1
10-05-2011,3.1
10-05-2011,3.3
10-05-2011,3.3
10-05-2011,3.4
10-05-2011,3.5
10-05-2011,3.7
10-05-2011,3.8
10-06-2011,3
10-06-2011,3.2
10-06-2011,3.2
10-06-2011,3.2
10-06-2011,3.2
10-06-2011,3.4
10-06-2011,3.4
10-06-2011,3.4
10-06-2011,3.6
10-06-2011,3.7
10-06-2011,4
10-06-2011,4.6
10-07-2010,3.1
10-07-2010,3.1
10-07-2010,3.1
10-07-2010,3.3
10-07-2010,3.3
10-07-2010,3.3
10-07-2010,3.3
10-07-2010,3.4
10-07-2011,3.1
10-07-2011,3.1
10-07-2011,3.2
10-07-2011,3.2
10-07-2011,3.2
10-07-2011,3.2
10-07-2011,3.3
10-07-2011,3.3
10-07-2011,3.3
10-07-2011,3.5
10-07-2011,3.7
10-07-2011,4.2
10-07-2011,4.3
10-08-2010,3
10-08-2010,3.1
10-08-2010,3.1
10-08-2010,3.1
10-08-2010,3.3
10-08-2010,3.3
10-08-2010,3.5
10-08-2010,3.6
10-08-2011,3
10-08-2011,3.1
10-08-2011,3.1
10-08-2011,3.2
10-08-2011,3.2
10-08-2011,3.3
10-08-2011,3.5
10-08-2011,3.6
10-08-2011,3.6
10-08-2011,3.6
10-09-2010,3
10-09-2010,3
10-09-2010,3
10-09-2010,3
10-09-2010,3
10-09-2010,3
10-09-2010,3.1
10-09-2010,3.1
10-09-2010,3.1
10-09-2010,3.1
10-09-2010,3.1
10-09-2010,3.1
10-09-2010,3.1
10-09-2010,3.1
10-09-2010,3.2
10-09-2010,3.2
10-09-2010,3.2
10-09-2010,3.2
10-09-2010,3.2
10-09-2010,3.2
10-09-2010,3.2
10-09-2010,3.3
10-09-2010,3.3
10-09-2010,3.3
10-09-2010,3.4
10-09-2010,3.4
10-09-2010,3.4
10-09-2010,3.4
10-09-2010,3.5
10-09-2010,3.5
10-09-2010,3.5
10-09-2010,3.6
10-09-2010,3.6
10-09-2010,3.6
10-09-2010,3.7
10-09-2010,3.7
10-09-2010,3.9
10-09-2010,4
10-09-2010,4.1
10-09-2010,4.2
10-09-2010,4.2
10-09-2010,4.3
10-09-2011,3
10-09-2011,3
10-09-2011,3.1
10-09-2011,3.1
10-09-2011,3.2
10-09-2011,3.2
10-09-2011,3.3
10-09-2011,3.4
10-09-2011,3.4
10-09-2011,3.4
10-09-2011,3.6
10-09-2011,3.7
10-09-2011,3.8
10-09-2011,4.1
10-09-2011,4.6
10-10-2010,3
10-10-2010,3.2
10-10-2010,3.2
10-10-2010,3.3
10-10-2010,3.3
10-10-2010,3.4
10-10-2010,4.1
10-10-2011,3
10-10-2011,3
10-10-2011,3.1
10-10-2011,3.1
10-10-2011,3.1
10-10-2011,3.2
10-10-2011,3.3
10-10-2011,3.3
10-10-2011,3.3
10-10-2011,3.4
10-10-2011,3.4
10-10-2011,3.8
10-10-2011,3.9
10-10-2011,3.9
10-10-2011,4.8
10-11-2010,3
10-11-2010,3
10-11-2010,3
10-11-2010,3
10-11-2010,3.3
10-11-2010,3.4
10-11-2010,3.7
10-11-2010,3.9
10-11-2011,3
10-11-2011,3.1
10-11-2011,3.2
10-11-2011,3.2
10-11-2011,3.2
10-11-2011,3.4
10-11-2011,3.4
10-11-2011,3.7
10-12-2010,3
10-12-2010,3
10-12-2010,3
10-12-2010,3
10-12-2010,3.2
10-12-2010,3.4
10-12-2010,3.4
10-12-2010,3.9
10-12-2011,3.1
10-12-2011,3.1
10-12-2011,3.2
10-12-2011,3.2
10-12-2011,3.2
10-12-2011,3.5
10-12-2011,3.6
10-12-2011,4.3
11-01-2011,3
11-01-2011,3
11-01-2011,3
11-01-2011,3
11-01-2011,3
11-01-2011,3
11-01-2011,3
11-01-2011,3.1
11-01-2011,3.1
11-01-2011,3.2
11-01-2011,3.3
11-01-2011,3.4
11-01-2011,3.5
11-01-2011,3.5
11-01-2011,3.5
11-01-2011,3.8
11-02-2011,3
11-02-2011,3
11-02-2011,3
11-02-2011,3.3
11-02-2011,3.4
11-02-2011,3.5
11-02-2011,3.5
11-02-2011,3.6
11-02-2011,3.8
11-03-2011,3
11-03-2011,3
11-03-2011,3
11-03-2011,3
11-03-2011,3.1
11-03-2011,3.1
11-03-2011,3.1
11-03-2011,3.2
11-03-2011,3.2
11-03-2011,3.2
11-03-2011,3.3
11-03-2011,3.3
11-03-2011,3.3
11-03-2011,3.4
11-03-2011,3.5
11-03-2011,3.5
11-03-2011,3.5
11-03-2011,3.7
11-03-2011,3.9
11-03-2011,4.1
11-03-2011,4.2
11-03-2011,4.3
11-03-2011,4.4
11-03-2011,4.6
11-04-2011,3
11-04-2011,3.1
11-04-2011,3.2
11-04-2011,3.2
11-04-2011,3.2
11-04-2011,3.4
11-04-2011,3.7
11-04-2011,3.8
11-04-2011,4.8
11-04-2011,5.2
11-05-2011,3
11-05-2011,3
11-05-2011,3
11-05-2011,3
11-05-2011,3.1
11-05-2011,3.2
11-05-2011,3.2
11-05-2011,3.3
11-05-2011,3.4
11-05-2011,3.5
11-05-2011,3.8
11-05-2011,4
11-05-2011,5
11-05-2011,5.8
11-06-2011,3
11-06-2011,3
11-06-2011,3
11-06-2011,3
11-06-2011,3.1
11-06-2011,3.1
11-06-2011,3.1
11-06-2011,3.1
11-06-2011,3.1
11-06-2011,3.1
11-06-2011,3.1
11-06-2011,3.2
11-06-2011,3.2
11-06-2011,3.3
11-06-2011,3.3
11-06-2011,3.4
11-06-2011,3.6
11-06-2011,3.7
11-07-2010,3
11-07-2010,3
11-07-2010,3
11-07-2010,3.1
11-07-2010,3.1
11-07-2010,3.2
11-07-2010,3.2
11-07-2010,3.2
11-07-2010,3.2
11-07-2010,3.3
11-07-2010,3.3
11-07-2010,3.4
11-07-2010,3.4
11-07-2010,3.5
11-07-2010,3.5
11-07-2010,3.7
11-07-2010,4.1
11-07-2010,5.3
11-07-2011,3
11-07-2011,3
11-07-2011,3
11-07-2011,3
11-07-2011,3
11-07-2011,3.1
11-07-2011,3.1
11-07-2011,3.1
11-07-2011,3.2
11-07-2011,3.2
11-07-2011,3.3
11-07-2011,3.3
11-07-2011,3.4
11-07-2011,3.6
11-07-2011,3.7
11-07-2011,4.3
11-07-2011,4.6
11-08-2010,3
11-08-2010,3
11-08-2010,3.1
11-08-2010,3.1
11-08-2010,3.4
11-08-2010,3.4
11-08-2010,3.4
11-08-2010,3.4
11-08-2010,3.7
11-08-2010,3.8
11-08-2011,3
11-08-2011,3.1
11-08-2011,3.1
11-08-2011,3.1
11-08-2011,3.1
11-08-2011,3.2
11-08-2011,3.2
11-08-2011,3.4
11-08-2011,3.5
11-08-2011,3.7
11-08-2011,3.7
11-08-2011,3.8
11-08-2011,3.8
11-08-2011,3.8
11-09-2010,3
11-09-2010,3
11-09-2010,3
11-09-2010,3
11-09-2010,3
11-09-2010,3
11-09-2010,3
11-09-2010,3.1
11-09-2010,3.1
11-09-2010,3.1
11-09-2010,3.1
11-09-2010,3.1
11-09-2010,3.1
11-09-2010,3.2
11-09-2010,3.2
11-09-2010,3.2
11-09-2010,3.3
11-09-2010,3.3
11-09-2010,3.4
11-09-2010,3.5
11-09-2010,3.5
11-09-2010,3.6
11-09-2010,3.6
11-09-2010,3.7
11-09-2010,3.8
11-09-2010,4.1
11-09-2010,4.3
11-09-2010,4.6
11-09-2011,3
11-09-2011,3
11-09-2011,3
11-09-2011,3
11-09-2011,3
11-09-2011,3.1
11-09-2011,3.1
11-09-2011,3.2
11-09-2011,3.2
11-09-2011,3.3
11-09-2011,3.3
11-09-2011,3.4
11-09-2011,3.4
11-09-2011,3.5
11-09-2011,3.5
11-09-2011,3.5
11-09-2011,3.6
11-09-2011,3.6
11-09-2011,3.8
11-09-2011,4
11-09-2011,4.3
11-10-2010,3
11-10-2010,3
11-10-2010,3
11-10-2010,3.1
11-10-2010,3.1
11-10-2010,3.1
11-10-2010,3.2
11-10-2010,3.2
11-10-2010,3.3
11-10-2010,3.3
11-10-2010,3.4
11-10-2010,3.4
11-10-2010,3.5
11-10-2010,3.5
11-10-2010,3.6
11-10-2010,3.7
11-10-2010,3.8
11-10-2010,3.9
11-10-2011,3
11-10-2011,3.1
11-10-2011,3.1
11-10-2011,3.2
11-10-2011,3.2
11-10-2011,3.2
11-10-2011,3.2
11-10-2011,3.5
11-10-2011,3.7
11-10-2011,3.9
11-11-2010,3
11-11-2010,3
11-11-2010,3
11-11-2010,3
11-11-2010,3.1
11-11-2010,3.3
11-11-2010,3.4
11-11-2010,3.4
11-11-2010,3.8
11-11-2011,3.2
11-11-2011,3.3
11-11-2011,3.7
11-11-2011,3.9
11-11-2011,4.3
11-12-2010,3
11-12-2010,3
11-12-2010,3.1
11-12-2010,3.2
11-12-2010,3.3
11-12-2010,3.4
11-12-2010,3.4
11-12-2010,3.8
11-12-2010,3.9
11-12-2010,4
11-12-2010,4
11-12-2011,3
11-12-2011,3
11-12-2011,3
11-12-2011,3
11-12-2011,3.1
11-12-2011,3.1
11-12-2011,3.2
11-12-2011,3.3
11-12-2011,3.3
11-12-2011,3.3
11-12-2011,3.7
11-12-2011,3.9
11-12-2011,4.5
12-01-2011,3
12-01-2011,3.4
12-01-2011,3.4
12-01-2011,3.9
12-01-2011,3.9
12-01-2011,4.8
12-02-2011,3
12-02-2011,3.1
12-02-2011,3.3
12-02-2011,3.5
12-02-2011,3.6
12-03-2011,3
12-03-2011,3
12-03-2011,3
12-03-2011,3.1
12-03-2011,3.1
12-03-2011,3.2
12-03-2011,3.3
12-03-2011,3.3
12-03-2011,3.4
12-03-2011,3.5
12-03-2011,3.8
12-03-2011,3.9
12-03-2011,4.1
12-03-2011,4.1
12-04-2011,3
12-04-2011,3.2
12-04-2011,3.2
12-04-2011,3.2
12-04-2011,3.3
12-04-2011,3.4
12-04-2011,3.4
12-04-2011,3.4
12-04-2011,3.6
12-04-2011,4
12-05-2011,3
12-05-2011,3
12-05-2011,3.1
12-05-2011,3.1
12-05-2011,3.2
12-05-2011,3.2
12-05-2011,3.3
12-05-2011,3.4
12-05-2011,3.4
12-05-2011,3.4
12-05-2011,3.4
12-05-2011,3.5
12-05-2011,3.6
12-05-2011,3.6
12-05-2011,3.6
12-05-2011,3.8
12-05-2011,3.8
12-06-2011,3
12-06-2011,3.2
12-06-2011,3.2
12-06-2011,3.4
12-06-2011,3.4
12-06-2011,3.7
12-06-2011,4.8
12-07-2010,3
12-07-2010,3
12-07-2010,3
12-07-2010,3.1
12-07-2010,3.2
12-07-2010,3.2
12-07-2010,3.4
12-07-2010,3.5
12-07-2010,3.8
12-07-2010,3.8
12-07-2010,4
12-07-2010,4.2
12-07-2011,3
12-07-2011,3
12-07-2011,3.3
12-07-2011,3.4
12-08-2010,3
12-08-2010,3
12-08-2010,3.1
12-08-2010,3.1
12-08-2010,3.2
12-08-2010,3.3
12-08-2010,3.4
12-08-2010,3.4
12-08-2010,3.7
12-08-2010,3.7
12-08-2010,3.7
12-08-2010,4
12-08-2010,4.4
12-08-2011,3.2
12-08-2011,3.2
12-08-2011,3.2
12-08-2011,3.2
12-08-2011,3.2
12-08-2011,3.3
12-08-2011,3.3
12-08-2011,3.3
12-08-2011,3.4
12-08-2011,3.8
12-08-2011,3.8
12-08-2011,3.8
12-08-2011,4.1
12-09-2010,3
12-09-2010,3
12-09-2010,3
12-09-2010,3
12-09-2010,3
12-09-2010,3
12-09-2010,3
12-09-2010,3
12-09-2010,3
12-09-2010,3.1
12-09-2010,3.1
12-09-2010,3.1
12-09-2010,3.1
12-09-2010,3.1
12-09-2010,3.2
12-09-2010,3.2
12-09-2010,3.2
12-09-2010,3.3
12-09-2010,3.3
12-09-2010,3.3
12-09-2010,3.3
12-09-2010,3.3
12-09-2010,3.5
12-09-2010,3.5
12-09-2010,3.5
12-09-2010,3.5
12-09-2010,3.6
12-09-2010,3.6
12-09-2010,3.6
12-09-2010,3.6
12-09-2010,3.7
12-09-2010,3.7
12-09-2010,4
12-09-2010,4.1
12-09-2010,4.1
12-09-2010,4.2
12-09-2010,4.5
12-09-2011,3
12-09-2011,3
12-09-2011,3.1
12-09-2011,3.1
12-09-2011,3.2
12-09-2011,3.2
12-09-2011,3.2
12-09-2011,3.2
12-09-2011,3.3
12-09-2011,3.3
12-09-2011,3.3
12-09-2011,3.4
12-10-2010,3
12-10-2010,3.1
12-10-2010,3.1
12-10-2010,3.1
12-10-2010,3.1
12-10-2010,3.2
12-10-2010,3.2
12-10-2010,3.2
12-10-2010,3.2
12-10-2010,3.3
12-10-2010,3.3
12-10-2010,3.4
12-10-2010,3.6
12-10-2010,3.6
12-10-2010,4.1
12-10-2010,4.7
12-10-2011,3
12-10-2011,3
12-10-2011,3.1
12-10-2011,3.1
12-10-2011,3.2
12-10-2011,3.3
12-10-2011,3.3
12-10-2011,3.4
12-10-2011,3.4
12-10-2011,3.5
12-10-2011,3.5
12-10-2011,3.6
12-10-2011,3.6
12-10-2011,3.6
12-10-2011,3.7
12-11-2010,3
12-11-2010,3
12-11-2010,3.1
12-11-2010,3.1
